Model.Year	Mfr	Division	Car.line	Class	CityMPG	HighwayMPG	CombinedMPG	Displacement	Cylinders	Transmission	Gears	CityCO2	HwyCO2	CombCO2	Sample
2016	General Motors	Chevrolet	SONIC	Compact Cars	27	37	31	1.4	4	Auto(S6)	6	330	243	291	No
2016	General Motors	Chevrolet	SONIC	Compact Cars	29	40	33	1.4	4	Manual(M6)	6	310	223	271	No
2016	General Motors	Chevrolet	SONIC	Compact Cars	24	35	28	1.8	4	Auto(S6)	6	363	253	313	No
2016	General Motors	Chevrolet	SONIC	Compact Cars	26	35	30	1.8	4	Manual(M5)	5	338	255	301	No
2016	General Motors	Chevrolet	SONIC RS	Compact Cars	25	33	28	1.4	4	Auto(S6)	6	359	267	317	No
2016	General Motors	Chevrolet	SONIC RS	Compact Cars	26	34	29	1.4	4	Manual(M6)	6	329	261	298	No
2016	Ford Motor Company	Ford	Fiesta ST FWD	Compact Cars	26	33	29	1.6	4	Manual(M6)	6	338	268	307	Yes
2016	Ford Motor Company	Ford	FOCUS FWD	Compact Cars	28	40	32	1	3	Auto(S6)	6	315	220	272	No
2016	Ford Motor Company	Ford	FOCUS FWD	Compact Cars	30	42	35	1	3	Manual(M6)	6	291	210	255	No
2016	Ford Motor Company	Ford	FOCUS FWD	Compact Cars	27	40	31	2	4	Auto(AM6)	6	330	220	285	No
2016	Ford Motor Company	Ford	FOCUS FWD	Compact Cars	26	38	30	2	4	Auto(AM-S6)	6	341	235	293	No
2016	Ford Motor Company	Ford	FOCUS FWD	Compact Cars	26	36	30	2	4	Manual(M5)	5	345	247	297	No
2016	Ford Motor Company	Ford	Focus FWD FFV	Compact Cars	27	40	31	2	4	Auto(AM6)	6	330	220	285	No
2016	Ford Motor Company	Ford	Focus FWD FFV	Compact Cars	26	38	30	2	4	Auto(AM-S6)	6	341	234	293	Yes
2016	Ford Motor Company	Ford	Focus FWD FFV	Compact Cars	26	36	30	2	4	Manual(M5)	5	345	247	297	No
2016	Honda	Honda	CIVIC 2Dr	Compact Cars	31	41	35	1.5	4	Auto(AV)	1	281	213	250	No
2016	Honda	Honda	CIVIC 2Dr	Compact Cars	30	41	34	2	4	Auto(AV)	1	294	217	259	No
2016	Honda	Honda	CIVIC 2Dr	Compact Cars	26	38	31	2	4	Manual(M6)	6	336	229	288	No
2016	Hyundai	Hyundai Motor Company	Accent	Compact Cars	26	37	30	1.6	4	Auto(S6)	6	336	237	291	No
2016	Hyundai	Hyundai Motor Company	Accent	Compact Cars	27	38	31	1.6	4	Manual(M6)	6	320	232	280	No
2016	Hyundai	Hyundai Motor Company	Veloster	Compact Cars	27	33	29	1.6	4	Auto(AM6)	6	336	271	307	No
2016	Hyundai	Hyundai Motor Company	Veloster	Compact Cars	28	36	31	1.6	4	Auto(AM6)	6	316	248	286	No
2016	Hyundai	Hyundai Motor Company	Veloster	Compact Cars	25	33	28	1.6	4	Manual(M6)	6	357	269	318	No
2016	Hyundai	Hyundai Motor Company	Veloster	Compact Cars	27	35	30	1.6	4	Manual(M6)	6	335	255	299	No
2016	Nissan	Infiniti	Q50 HYBRID	Compact Cars	28	34	30	3.5	6	Auto(S7)	7	315	263	292	No
2016	Nissan	Infiniti	Q50 HYBRID AWD	Compact Cars	27	31	28	3.5	6	Auto(S7)	7	331	287	317	No
2016	Kia	Kia Motors Corporation	Forte Koup	Compact Cars	22	30	25	1.6	4	Auto(S6)	6	397	292	350	No
2016	Kia	Kia Motors Corporation	Forte Koup	Compact Cars	22	29	25	1.6	4	Manual(M6)	6	402	303	357	Yes
2016	Kia	Kia Motors Corporation	Forte Koup	Compact Cars	25	34	28	2	4	Auto(S6)	6	356	262	314	No
2016	Kia	Kia Motors Corporation	Forte Koup	Compact Cars	24	33	27	2	4	Manual(M6)	6	367	270	323	No
2016	Kia	Kia Motors Corporation	Rio	Compact Cars	27	37	31	1.6	4	Auto(S6)	6	325	236	285	No
2016	Kia	Kia Motors Corporation	Rio	Compact Cars	27	38	31	1.6	4	Manual(M6)	6	323	233	282	No
2016	Kia	Kia Motors Corporation	Rio ECO	Compact Cars	28	37	31	1.6	4	Auto(S6)	6	318	236	281	No
2016	Toyota	Lexus	CT 200h	Compact Cars	43	40	42	1.8	4	Auto(AV)	1	205	220	212	No
2016	Toyota	Lexus	GS F	Compact Cars	16	24	19	5	8	Auto(S8)	8	561	363	472	No
2016	Toyota	Lexus	IS 200t	Compact Cars	22	33	26	2	4	Auto(S8)	8	400	271	342	No
2016	Toyota	Lexus	IS 300 AWD	Compact Cars	19	26	21	3.5	6	Auto(S6)	6	474	344	415	No
2016	Toyota	Lexus	IS 350	Compact Cars	19	28	22	3.5	6	Auto(S8)	8	459	319	396	No
2016	Toyota	Lexus	IS 350 AWD	Compact Cars	19	26	21	3.5	6	Auto(S6)	6	474	344	415	No
2016	MAZDA	Mazda	CX-3 2WD	Compact Cars	29	35	31	2	4	Auto(S6)	6	310	255	288	No
2016	MAZDA	Mazda	CX-3 4WD	Compact Cars	27	32	29	2	4	Auto(S6)	6	329	275	305	No
2016	MAZDA	Mazda	MAZDA 2	Compact Cars	33	43	37	1.5	4	Auto(S6)	6	266	206	239	No
2016	MAZDA	Mazda	MAZDA 2	Compact Cars	31	42	35	1.5	4	Manual(M6)	6	283	213	251	No
2016	MAZDA	Mazda	MAZDA3 4-Door	Compact Cars	30	41	34	2	4	Auto(S6)	6	297	216	260	No
2016	MAZDA	Mazda	MAZDA3 4-Door	Compact Cars	29	41	33	2	4	Manual(M6)	6	303	218	265	No
2016	MAZDA	Mazda	MAZDA3 4-Door	Compact Cars	29	40	33	2.5	4	Auto(S6)	6	309	224	271	No
2016	MAZDA	Mazda	MAZDA3 4-Door	Compact Cars	28	39	32	2.5	4	Auto(S6)	6	317	228	277	No
2016	MAZDA	Mazda	MAZDA3 4-Door	Compact Cars	25	37	29	2.5	4	Manual(M6)	6	354	242	304	No
2016	Mercedes-Benz	Mercedes-Benz	AMG C 63	Compact Cars	18	25	20	4	8	Auto(A7)	7	506	360	440	No
2016	Mercedes-Benz	Mercedes-Benz	AMG C 63 S	Compact Cars	18	25	20	4	8	Auto(A7)	7	506	360	440	No
2016	Mercedes-Benz	Mercedes-Benz	AMG CLA 45 4MATIC	Compact Cars	23	31	26	2	4	Auto(AM7)	7	389	291	345	No
2016	Mercedes-Benz	Mercedes-Benz	AMG CLS 63 S 4MATIC	Compact Cars	16	22	18	5.5	8	Auto(A7)	7	570	405	496	No
2016	Mercedes-Benz	Mercedes-Benz	AMG S 63 4MATIC (coupe)	Compact Cars	15	23	18	5.5	8	Auto(A7)	7	578	383	490	No
2016	Mercedes-Benz	Mercedes-Benz	AMG S 65 (coupe)	Compact Cars	13	20	15	6	12	Auto(A7)	7	709	438	587	No
2016	Mercedes-Benz	Mercedes-Benz	C 300	Compact Cars	25	34	28	2	4	Auto(A7)	7	357	263	315	No
2016	Mercedes-Benz	Mercedes-Benz	C 300 4MATIC	Compact Cars	24	31	27	2	4	Auto(A7)	7	368	283	330	No
2016	Mercedes-Benz	Mercedes-Benz	C 450 AMG	Compact Cars	21	29	24	3	6	Auto(A7)	7	420	313	371	No
2016	Mercedes-Benz	Mercedes-Benz	CLA 250	Compact Cars	26	38	30	2	4	Auto(AM7)	7	343	234	294	No
2016	Mercedes-Benz	Mercedes-Benz	CLA 250 4MATIC	Compact Cars	24	33	27	2	4	Auto(AM7)	7	365	267	321	No
2016	Mercedes-Benz	Mercedes-Benz	CLA 250 4MATIC	Compact Cars	24	33	27	2	4	Auto(AM7)	7	365	267	321	No
2016	Mercedes-Benz	Mercedes-Benz	CLS 400	Compact Cars	20	30	24	3	6	Auto(A7)	7	439	296	375	No
2016	Mercedes-Benz	Mercedes-Benz	CLS 400 4MATIC	Compact Cars	19	26	22	3	6	Auto(A7)	7	461	337	405	No
2016	Mercedes-Benz	Mercedes-Benz	CLS 550	Compact Cars	17	26	21	4.7	8	Auto(A9)	9	507	339	432	No
2016	Mercedes-Benz	Mercedes-Benz	CLS 550 4MATIC	Compact Cars	17	25	20	4.7	8	Auto(A9)	9	521	352	445	No
2016	Mercedes-Benz	Mercedes-Benz	S 550 4MATIC (coupe)	Compact Cars	16	24	19	4.7	8	Auto(A7)	7	542	370	465	No
2016	BMW	Mini	Mini Cooper Countryman	Compact Cars	25	30	27	1.6	4	Auto(S6)	6	355	296	328	No
2016	BMW	Mini	Mini Cooper Countryman	Compact Cars	27	32	29	1.6	4	Manual(M6)	6	334	274	307	No
2016	BMW	Mini	Mini Cooper Paceman	Compact Cars	25	30	27	1.6	4	Auto(S6)	6	355	296	328	No
2016	BMW	Mini	Mini Cooper Paceman	Compact Cars	27	32	29	1.6	4	Manual(M6)	6	334	274	307	No
2016	BMW	Mini	Mini Cooper S Countryman	Compact Cars	25	32	28	1.6	4	Auto(S6)	6	352	275	318	No
2016	BMW	Mini	Mini Cooper S Countryman	Compact Cars	26	32	29	1.6	4	Manual(M6)	6	337	275	309	No
2016	BMW	Mini	Mini Cooper S Countryman All4	Compact Cars	23	30	26	1.6	4	Auto(S6)	6	379	292	340	No
2016	BMW	Mini	Mini Cooper S Countryman All4	Compact Cars	25	31	27	1.6	4	Manual(M6)	6	354	287	324	No
2016	BMW	Mini	Mini Cooper S Paceman	Compact Cars	25	32	28	1.6	4	Auto(S6)	6	352	275	318	No
2016	BMW	Mini	Mini Cooper S Paceman	Compact Cars	26	32	29	1.6	4	Manual(M6)	6	337	275	309	No
2016	BMW	Mini	Mini Cooper S Paceman ALL4	Compact Cars	23	30	26	1.6	4	Auto(S6)	6	379	292	340	No
2016	BMW	Mini	Mini Cooper S Paceman ALL4	Compact Cars	25	31	27	1.6	4	Manual(M6)	6	354	287	324	No
2016	BMW	Mini	Mini JCW Countryman ALL4	Compact Cars	23	30	26	1.6	4	Auto(S6)	6	379	292	340	No
2016	BMW	Mini	Mini JCW Countryman ALL4	Compact Cars	25	31	27	1.6	4	Manual(M6)	6	354	287	324	No
2016	BMW	Mini	Mini JCW Paceman ALL4	Compact Cars	23	30	26	1.6	4	Auto(S6)	6	379	292	340	No
2016	BMW	Mini	Mini JCW Paceman ALL4	Compact Cars	25	31	27	1.6	4	Manual(M6)	6	354	287	324	No
2016	Mitsubishi Motors Co	Mitsubishi Motors Corporation	LANCER	Compact Cars	27	35	30	2	4	Auto(AV-S6)	6	327	253	293	No
2016	Mitsubishi Motors Co	Mitsubishi Motors Corporation	LANCER	Compact Cars	24	34	28	2	4	Manual(M5)	5	363	263	318	No
2016	Mitsubishi Motors Co	Mitsubishi Motors Corporation	LANCER	Compact Cars	24	31	27	2.4	4	Auto(AV-S6)	6	366	281	328	No
2016	Mitsubishi Motors Co	Mitsubishi Motors Corporation	LANCER	Compact Cars	22	31	25	2.4	4	Manual(M5)	5	397	289	349	No
2016	Mitsubishi Motors Co	Mitsubishi Motors Corporation	LANCER 4WD	Compact Cars	23	31	26	2.4	4	Auto(AV-S6)	6	374	283	333	No
2016	Nissan	Nissan	VERSA	Compact Cars	26	35	30	1.6	4	Auto(A4)	4	341	254	302	No
2016	Nissan	Nissan	VERSA	Compact Cars	31	40	35	1.6	4	Auto(AV)	1	286	221	257	No
2016	Nissan	Nissan	VERSA	Compact Cars	27	36	30	1.6	4	Manual(M5)	5	327	247	295	No
2016	Rolls-Royce	Rolls-Royce Motor Cars Limited	Dawn	Compact Cars	12	19	14	6.6	12	Auto(S8)	8	729	471	612	No
2016	Rolls-Royce	Rolls-Royce Motor Cars Limited	Phantom Coupe	Compact Cars	11	19	14	6.7	12	Auto(S8)	8	772	474	638	No
2016	Rolls-Royce	Rolls-Royce Motor Cars Limited	Phantom Drophead Coupe	Compact Cars	11	19	14	6.7	12	Auto(S8)	8	771	474	637	No
2016	Toyota	Scion	tC	Compact Cars	23	31	26	2.5	4	Auto(S6)	6	384	284	339	No
2016	Toyota	Scion	tC	Compact Cars	23	31	26	2.5	4	Manual(M6)	6	381	287	339	No
2016	Subaru	Subaru	IMPREZA	Compact Cars	28	37	31	2	4	Auto(AV-S6)	6	319	241	284	No
2016	Subaru	Subaru	IMPREZA	Compact Cars	25	34	28	2	4	Manual(M5)	5	357	260	313	No
2016	Subaru	Subaru	WRX	Compact Cars	18	24	21	2	4	Auto(AV-S8)	8	469	358	419	No
2016	Subaru	Subaru	WRX	Compact Cars	20	27	23	2	4	Manual(M6)	6	433	322	383	No
2016	Subaru	Subaru	WRX	Compact Cars	17	23	19	2.5	4	Manual(M6)	6	520	383	458	No
2016	Toyota	TOYOTA	PRIUS c	Compact Cars	53	46	50	1.5	4	Auto(AV)	1	168	192	178	No
2016	Toyota	TOYOTA	YARIS	Compact Cars	30	36	32	1.5	4	Auto(A4)	4	293	249	273	No
2016	Toyota	TOYOTA	YARIS	Compact Cars	30	37	33	1.5	4	Manual(M5)	5	290	236	266	No
2016	Volkswagen Group of	Volkswagen	Beetle	Compact Cars	25	34	28	1.8	4	Auto(S6)	6	360	263	316	No
2016	Volkswagen Group of	Volkswagen	Beetle	Compact Cars	25	34	28	1.8	4	Manual(M5)	5	358	261	314	No
2016	Volkswagen Group of	Volkswagen	Beetle	Compact Cars	24	31	27	2	4	Auto(AM-S6)	6	374	282	333	No
2016	Volkswagen Group of	Volkswagen	Beetle	Compact Cars	23	31	26	2	4	Manual(M6)	6	385	292	343	Yes
2016	Volkswagen Group of	Volkswagen	Beetle Dune	Compact Cars	24	31	27	1.8	4	Auto(S6)	6	362	281	325	No
2016	Volkswagen Group of	Volkswagen	CC	Compact Cars	22	31	25	2	4	Auto(AM-S6)	6	403	283	349	No
2016	Volkswagen Group of	Volkswagen	CC	Compact Cars	21	32	25	2	4	Manual(M6)	6	426	279	360	No
2016	Volkswagen Group of	Volkswagen	CC 4Motion	Compact Cars	17	25	20	3.6	6	Auto(S6)	6	523	351	446	No
2016	Volkswagen Group of	Volkswagen	Golf	Compact Cars	25	36	29	1.8	4	Auto(S6)	6	352	247	305	No
2016	Volkswagen Group of	Volkswagen	Golf	Compact Cars	25	37	30	1.8	4	Manual(M5)	5	350	240	300	No
2016	Volkswagen Group of	Volkswagen	Golf R	Compact Cars	23	30	25	2	4	Auto(AM-S6)	6	388	298	347	No
2016	Volkswagen Group of	Volkswagen	Golf R	Compact Cars	22	31	25	2	4	Manual(M6)	6	406	289	354	No
2016	Volkswagen Group of	Volkswagen	GTI	Compact Cars	25	33	28	2	4	Auto(AM-S6)	6	358	271	319	No
2016	Volkswagen Group of	Volkswagen	GTI	Compact Cars	25	34	28	2	4	Manual(M6)	6	355	258	311	No
2016	Volkswagen Group of	Volkswagen	Jetta	Compact Cars	28	39	32	1.4	4	Auto(S6)	6	321	228	279	No
2016	Volkswagen Group of	Volkswagen	Jetta	Compact Cars	28	40	33	1.4	4	Manual(M5)	5	311	221	271	No
2016	Volkswagen Group of	Volkswagen	Jetta	Compact Cars	25	36	29	1.8	4	Auto(S6)	6	350	245	302	No
2016	Volkswagen Group of	Volkswagen	Jetta	Compact Cars	25	37	29	1.8	4	Manual(M5)	5	353	241	303	No
2016	Volkswagen Group of	Volkswagen	Jetta	Compact Cars	24	33	27	2	4	Auto(AM-S6)	6	370	265	323	No
2016	Volkswagen Group of	Volkswagen	Jetta	Compact Cars	23	33	27	2	4	Manual(M6)	6	383	273	333	No
2016	Volkswagen Group of	Volkswagen	Jetta Hybrid	Compact Cars	42	48	44	1.4	4	Auto(AM-S7)	7	212	184	200	No
2016	Volvo	Volvo Cars Of North America, LLC	S60 AWD	Compact Cars	22	31	25	2	4	Auto(S8)	8	408	282	351	No
2016	Volvo	Volvo Cars Of North America, LLC	S60 AWD	Compact Cars	20	29	23	2.5	5	Auto(S6)	6	432	306	375	No
2016	Volvo	Volvo Cars Of North America, LLC	S60 AWD	Compact Cars	18	27	21	3	6	Auto(S6)	6	481	327	412	No
2016	Volvo	Volvo Cars Of North America, LLC	S60 CC AWD	Compact Cars	20	28	23	2.5	5	Auto(S6)	6	438	316	383	No
2016	Volvo	Volvo Cars Of North America, LLC	S60 FWD	Compact Cars	26	38	30	2	4	Auto(S8)	8	339	233	292	No
2016	Volvo	Volvo Cars Of North America, LLC	S60 FWD	Compact Cars	23	33	27	2	4	Auto(S8)	8	383	266	330	No
2016	Volvo	Volvo Cars Of North America, LLC	S60 Inscription AWD	Compact Cars	20	29	23	2.5	5	Auto(S6)	6	432	306	375	No
2016	Volvo	Volvo Cars Of North America, LLC	S60 Inscription FWD	Compact Cars	25	37	29	2	4	Auto(S8)	8	356	240	306	No
2016	Volvo	Volvo Cars Of North America, LLC	S60 Polestar AWD	Compact Cars	18	27	21	3	6	Auto(S6)	6	481	327	412	No
2016	Honda	Acura	RLX	Midsize Cars	28	32	30	3.5	6	Auto(AM7)	7	314	278	297	No
2016	Honda	Acura	RLX	Midsize Cars	20	31	24	3.5	6	Auto(S6)	6	451	289	378	No
2016	Volkswagen Group of	Audi	A6	Midsize Cars	24	35	28	2	4	Auto(AM-S7)	7	358	252	310	No
2016	Volkswagen Group of	Audi	A6 quattro	Midsize Cars	22	32	26	2	4	Auto(S8)	8	398	269	340	No
2016	Volkswagen Group of	Audi	A6 quattro	Midsize Cars	25	38	30	3	6	Auto(S8)	8	403	270	343	No
2016	Volkswagen Group of	Audi	A6 quattro	Midsize Cars	20	30	24	3	6	Auto(S8)	8	436	296	373	No
2016	Volkswagen Group of	Audi	A7 quattro	Midsize Cars	25	38	30	3	6	Auto(S8)	8	403	270	343	No
2016	Volkswagen Group of	Audi	A7 quattro	Midsize Cars	20	30	24	3	6	Auto(S8)	8	436	296	373	No
2016	Volkswagen Group of	Audi	RS7	Midsize Cars	15	25	18	4	8	Auto(S8)	8	614	355	497	No
2016	Volkswagen Group of	Audi	S6	Midsize Cars	18	27	21	4	8	Auto(AM-S7)	7	497	332	423	No
2016	Volkswagen Group of	Audi	S7	Midsize Cars	17	27	21	4	8	Auto(AM-S7)	7	505	331	427	No
2016	Volkswagen Group of	Audi	S8	Midsize Cars	15	25	19	4	8	Auto(S8)	8	574	352	474	No
2016	Volkswagen Group of	Bentley	Flying Spur	Midsize Cars	14	24	17	4	8	Auto(S8)	8	638	370	517	No
2016	Volkswagen Group of	Bentley	Flying Spur	Midsize Cars	12	20	15	6	12	Auto(S8)	8	736	443	604	No
2016	Volkswagen Group of	Bentley	Mulsanne	Midsize Cars	11	18	13	6.8	8	Auto(S8)	8	791	491	656	No
2016	BMW	BMW	528i	Midsize Cars	23	34	27	2	4	Auto(S8)	8	394	262	334	No
2016	BMW	BMW	528i xDrive	Midsize Cars	22	34	26	2	4	Auto(S8)	8	398	263	338	No
2016	BMW	BMW	535d	Midsize Cars	26	38	30	3	6	Auto(S8)	8	389	269	335	Yes
2016	BMW	BMW	535d xDrive	Midsize Cars	26	37	30	3	6	Auto(S8)	8	390	274	338	No
2016	BMW	BMW	535i	Midsize Cars	20	31	24	3	6	Auto(S8)	8	446	289	375	No
2016	BMW	BMW	535i xDrive	Midsize Cars	20	29	23	3	6	Auto(S8)	8	448	301	382	No
2016	BMW	BMW	550i	Midsize Cars	17	25	20	4.4	8	Auto(S8)	8	532	354	452	No
2016	BMW	BMW	550i xDrive	Midsize Cars	16	25	19	4.4	8	Auto(S8)	8	545	362	463	No
2016	BMW	BMW	ActiveHybrid 5	Midsize Cars	23	30	26	3	6	Auto(S8)	8	390	293	346	No
2016	BMW	BMW	M5	Midsize Cars	14	20	16	4.4	8	Auto(AM-S7)	7	652	435	554	No
2016	BMW	BMW	M5	Midsize Cars	15	22	17	4.4	8	Manual(M6)	6	605	409	517	No
2016	General Motors	Buick	LACROSSE	Midsize Cars	25	36	29	2.4	4	Auto(S6)	6	359	245	308	No
2016	General Motors	Buick	LACROSSE	Midsize Cars	18	28	22	3.6	6	Auto(S6)	6	484	315	408	No
2016	General Motors	Buick	LACROSSE	Midsize Cars	18	28	21	3.6	6	Auto(S6)	6	493	317	422	Yes
2016	General Motors	Buick	LACROSSE AWD	Midsize Cars	17	26	20	3.6	6	Auto(S6)	6	521	342	441	No
2016	General Motors	Buick	REGAL	Midsize Cars	21	30	24	2	4	Auto(S6)	6	432	298	372	No
2016	General Motors	Buick	REGAL	Midsize Cars	20	31	24	2	4	Manual(M6)	6	437	287	369	No
2016	General Motors	Buick	REGAL	Midsize Cars	25	36	29	2.4	4	Auto(S6)	6	359	245	308	No
2016	General Motors	Buick	REGAL	Midsize Cars	19	31	23	2.4	4	Auto(S6)	6	455	285	379	No
2016	General Motors	Buick	REGAL AWD	Midsize Cars	19	27	22	2	4	Auto(S6)	6	468	328	405	No
2016	General Motors	Cadillac	CTS SEDAN	Midsize Cars	21	31	25	2	4	Auto(S8)	8	414	286	356	No
2016	General Motors	Cadillac	CTS SEDAN	Midsize Cars	20	30	24	3.6	6	Auto(S8)	8	439	298	375	No
2016	General Motors	Cadillac	CTS SEDAN	Midsize Cars	16	24	19	3.6	6	Auto(S8)	8	556	369	472	No
2016	General Motors	Cadillac	CTS SEDAN AWD	Midsize Cars	21	29	24	2	4	Auto(S8)	8	421	305	368	No
2016	General Motors	Cadillac	CTS SEDAN AWD	Midsize Cars	19	28	22	3.6	6	Auto(S8)	8	460	321	397	No
2016	General Motors	Cadillac	CTS-V	Midsize Cars	14	21	17	6.2	8	Auto(S8)	8	628	418	534	No
2016	General Motors	Chevrolet	CRUZE LIMITED	Midsize Cars	26	38	30	1.4	4	Auto(S6)	6	344	236	296	No
2016	General Motors	Chevrolet	CRUZE LIMITED	Midsize Cars	26	38	30	1.4	4	Manual(M6)	6	340	236	293	No
2016	General Motors	Chevrolet	CRUZE LIMITED	Midsize Cars	22	35	27	1.8	4	Auto(S6)	6	397	254	333	No
2016	General Motors	Chevrolet	CRUZE LIMITED	Midsize Cars	25	36	29	1.8	4	Manual(M6)	6	356	243	305	No
2016	General Motors	Chevrolet	CRUZE LIMITED ECO	Midsize Cars	26	39	31	1.4	4	Auto(A6)	6	340	230	291	No
2016	General Motors	Chevrolet	CRUZE LIMITED ECO	Midsize Cars	28	42	33	1.4	4	Manual(M6)	6	317	212	269	No
2016	Quantum Fuel System	Chevrolet	Impala Bi-Fuel (CNG)	Midsize Cars	17	25	20	3.6	6	Auto(S6)	6	514	343	437	No
2016	General Motors	Chevrolet	MALIBU	Midsize Cars	27	37	31	1.5	4	Auto(A6)	6	330	238	289	No
2016	General Motors	Chevrolet	MALIBU	Midsize Cars	47	46	46	1.8	4	Auto(AV)	1	197	195	196	No
2016	General Motors	Chevrolet	MALIBU	Midsize Cars	22	33	26	2	4	Auto(S8)	8	397	268	339	No
2016	General Motors	Chevrolet	MALIBU LIMITED	Midsize Cars	24	34	27	2.5	4	Auto(S6)	6	377	263	326	No
2016	General Motors	Chevrolet	SONIC 5 RS	Midsize Cars	25	33	28	1.4	4	Auto(S6)	6	359	267	317	No
2016	General Motors	Chevrolet	SONIC 5 RS	Midsize Cars	26	34	29	1.4	4	Manual(M6)	6	329	261	298	No
2016	FCA US LLC	Chrysler	200	Midsize Cars	23	36	28	2.4	4	Auto(A9)	9	384	246	322	No
2016	FCA US LLC	Chrysler	200	Midsize Cars	23	36	28	2.4	4	Auto(A9)	9	384	246	322	No
2016	FCA US LLC	Chrysler	200	Midsize Cars	19	32	23	3.6	6	Auto(A9)	9	469	283	385	No
2016	FCA US LLC	Chrysler	200 AWD	Midsize Cars	18	29	22	3.6	6	Auto(A9)	9	482	306	403	No
2016	FCA US LLC	Dodge	Challenger	Midsize Cars	19	30	23	3.6	6	Auto(A8)	8	466	296	389	No
2016	FCA US LLC	Dodge	Challenger	Midsize Cars	16	25	19	5.7	8	Auto(A8)	8	558	352	465	No
2016	FCA US LLC	Dodge	Challenger	Midsize Cars	15	23	18	5.7	8	Manual(M6)	6	590	379	495	No
2016	FCA US LLC	Dodge	Challenger	Midsize Cars	15	25	18	6.4	8	Auto(A8)	8	591	357	486	No
2016	FCA US LLC	Dodge	Challenger	Midsize Cars	14	23	17	6.4	8	Manual(M6)	6	632	392	524	No
2016	FCA US LLC	Dodge	Challenger SRT8	Midsize Cars	13	22	16	6.2	8	Auto(A8)	8	663	403	546	No
2016	FCA US LLC	Dodge	Challenger SRT8	Midsize Cars	13	21	16	6.2	8	Manual(M6)	6	681	429	568	No
2016	FCA US LLC	Dodge	Challenger SRT8	Midsize Cars	15	25	18	6.4	8	Auto(A8)	8	591	357	486	No
2016	FCA US LLC	Dodge	Challenger SRT8	Midsize Cars	14	23	17	6.4	8	Manual(M6)	6	632	392	524	No
2016	FCA US LLC	Dodge	Dart	Midsize Cars	27	37	31	1.4	4	Auto(AM6)	6	326	242	288	No
2016	FCA US LLC	Dodge	Dart	Midsize Cars	27	39	32	1.4	4	Manual(M6)	6	326	224	280	Yes
2016	FCA US LLC	Dodge	Dart	Midsize Cars	24	34	27	2	4	Auto(A6)	6	372	264	324	No
2016	FCA US LLC	Dodge	Dart	Midsize Cars	25	36	29	2	4	Manual(M6)	6	354	244	305	No
2016	FCA US LLC	Dodge	Dart	Midsize Cars	23	35	27	2.4	4	Auto(A6)	6	381	255	324	No
2016	FCA US LLC	Dodge	Dart	Midsize Cars	22	35	27	2.4	4	Manual(M6)	6	394	252	330	No
2016	FCA US LLC	Dodge	Dart Aero	Midsize Cars	28	40	32	1.4	4	Auto(AM6)	6	318	224	275	No
2016	FCA US LLC	Dodge	Dart Aero	Midsize Cars	28	41	32	1.4	4	Manual(M6)	6	320	219	275	No
2016	FCA US LLC	Dodge	Dart GT	Midsize Cars	22	31	26	2.4	4	Auto(A6)	6	398	283	346	No
2016	FCA US LLC	Dodge	Dart GT	Midsize Cars	23	33	27	2.4	4	Manual(M6)	6	387	266	332	No
2016	Ferrari	Ferrari North America, Inc.	FF	Midsize Cars	11	17	13	6.3	12	Auto(AM7)	7	803	539	684	No
2016	Ferrari	Ferrari North America, Inc.	FF	Midsize Cars	11	16	13	6.3	12	Auto(AM7)	7	825	541	697	No
2016	Ford Motor Company	Ford	FOCUS RS AWD	Midsize Cars	19	25	22	2.3	4	Manual(M6)	6	459	352	410	No
2016	Ford Motor Company	Ford	Focus ST FWD	Midsize Cars	22	31	25	2	4	Manual(M6)	6	398	290	349	No
2016	Ford Motor Company	Ford	FUSION AWD	Midsize Cars	22	31	25	2	4	Auto(S6)	6	410	284	354	No
2016	Ford Motor Company	Ford	FUSION FWD	Midsize Cars	24	36	28	1.5	4	Auto(S6)	6	374	247	316	No
2016	Ford Motor Company	Ford	FUSION FWD	Midsize Cars	25	37	29	1.5	4	Auto(S6)	6	356	238	303	No
2016	Ford Motor Company	Ford	FUSION FWD	Midsize Cars	22	33	26	2	4	Auto(S6)	6	396	267	338	No
2016	Ford Motor Company	Ford	FUSION FWD	Midsize Cars	22	34	26	2.5	4	Auto(S6)	6	398	262	336	No
2016	Ford Motor Company	Ford	FUSION HYBRID FWD	Midsize Cars	44	41	42	2	4	Auto(AV)	1	201	217	211	No
2016	Honda	Honda	ACCORD	Midsize Cars	27	37	31	2.4	4	Auto(AV)	1	326	240	288	No
2016	Honda	Honda	ACCORD	Midsize Cars	26	35	30	2.4	4	Auto(AV-S7)	7	338	252	299	No
2016	Honda	Honda	ACCORD	Midsize Cars	23	34	27	2.4	4	Manual(M6)	6	381	264	328	No
2016	Honda	Honda	ACCORD	Midsize Cars	21	34	26	3.5	6	Auto(A6)	6	418	259	346	No
2016	Honda	Honda	ACCORD	Midsize Cars	21	32	25	3.5	6	Auto(S6)	6	429	274	359	No
2016	Honda	Honda	ACCORD	Midsize Cars	18	28	22	3.5	6	Manual(M6)	6	490	318	413	No
2016	Honda	Honda	CIVIC 4Dr	Midsize Cars	31	42	35	1.5	4	Auto(AV)	1	285	211	252	No
2016	Honda	Honda	CIVIC 4Dr	Midsize Cars	31	41	35	2	4	Auto(AV)	1	291	215	256	No
