Model.Year	Mfr	Division	Car.line	Class	CityMPG	HighwayMPG	CombinedMPG	Displacement	Cylinders	Transmission	Gears	CityCO2	HwyCO2	CombCO2	Sample
2016	Honda	Honda	CIVIC 4Dr	Midsize Cars	27	40	31	2	4	Manual(M6)	6	330	223	282	No
2016	Hyundai	Hyundai Motor Company	Elantra	Midsize Cars	28	38	32	1.8	4	Auto(S6)	6	316	230	277	No
2016	Hyundai	Hyundai Motor Company	Elantra	Midsize Cars	27	37	31	1.8	4	Manual(M6)	6	328	234	286	No
2016	Hyundai	Hyundai Motor Company	Elantra	Midsize Cars	24	35	28	2	4	Auto(S6)	6	364	256	315	No
2016	Hyundai	Hyundai Motor Company	Elantra	Midsize Cars	24	34	28	2	4	Manual(M6)	6	364	263	319	No
2016	Hyundai	Hyundai Motor Company	Elantra GT	Midsize Cars	24	33	27	2	4	Auto(S6)	6	372	273	328	No
2016	Hyundai	Hyundai Motor Company	Elantra GT	Midsize Cars	24	33	27	2	4	Manual(M6)	6	372	269	325	No
2016	Hyundai	Hyundai Motor Company	Elantra Limited	Midsize Cars	27	37	31	1.8	4	Auto(S6)	6	329	243	290	No
2016	Hyundai	Hyundai Motor Company	Sonata HYBRID	Midsize Cars	39	43	41	2	4	Auto(AM6)	6	228	209	220	No
2016	Hyundai	Hyundai Motor Company	Sonata HYBRID SE	Midsize Cars	40	44	42	2	4	Auto(AM6)	6	224	203	215	No
2016	Nissan	Infiniti	Q50	Midsize Cars	23	31	26	2	4	Auto(S7)	7	388	292	344	No
2016	Nissan	Infiniti	Q50	Midsize Cars	19	28	23	3	6	Auto(S7)	7	461	319	397	No
2016	Nissan	Infiniti	Q50 AWD	Midsize Cars	22	28	24	2	4	Auto(S7)	7	402	316	364	No
2016	Nissan	Infiniti	Q50 AWD	Midsize Cars	19	27	22	3	6	Auto(S7)	7	465	330	404	No
2016	Nissan	Infiniti	Q50S	Midsize Cars	19	28	23	3	6	Auto(S7)	7	461	319	397	No
2016	Nissan	Infiniti	Q50S AWD	Midsize Cars	18	26	21	3	6	Auto(S7)	7	487	341	422	No
2016	Nissan	Infiniti	Q50S AWD Red Sport	Midsize Cars	19	26	22	3	6	Auto(S7)	7	466	343	411	No
2016	Nissan	Infiniti	Q50S Red Sport	Midsize Cars	20	26	22	3	6	Auto(S7)	7	448	343	401	No
2016	Nissan	Infiniti	Q70	Midsize Cars	18	26	21	3.7	6	Auto(S7)	7	498	349	431	No
2016	Nissan	Infiniti	Q70	Midsize Cars	16	24	19	5.6	8	Auto(S7)	7	544	365	463	No
2016	Nissan	Infiniti	Q70 AWD	Midsize Cars	18	24	20	3.7	6	Auto(S7)	7	503	365	441	No
2016	Nissan	Infiniti	Q70 AWD	Midsize Cars	16	23	18	5.6	8	Auto(S7)	7	568	388	487	No
2016	Nissan	Infiniti	Q70 HYBRID	Midsize Cars	29	34	31	3.5	6	Auto(S7)	7	303	263	285	No
2016	Jaguar Land Rover L	Jaguar	XF	Midsize Cars	20	30	24	3	6	Auto(S8)	8	440	295	375	No
2016	Jaguar Land Rover L	Jaguar	XF AWD	Midsize Cars	20	28	23	3	6	Auto(S8)	8	449	314	388	No
2016	Kia	Kia Motors Corporation	Forte	Midsize Cars	26	39	31	1.8	4	Auto(S6)	6	337	230	289	No
2016	Kia	Kia Motors Corporation	Forte	Midsize Cars	25	37	30	1.8	4	Manual(M6)	6	350	237	299	No
2016	Kia	Kia Motors Corporation	Forte	Midsize Cars	24	35	28	2	4	Auto(S6)	6	364	255	315	No
2016	Kia	Kia Motors Corporation	Optima HYBRID	Midsize Cars	36	40	38	2.4	4	Auto(AM6)	6	247	224	237	No
2016	Kia	Kia Motors Corporation	Optima HYBRID EX	Midsize Cars	35	39	37	2.4	4	Auto(AM6)	6	252	229	242	No
2016	Toyota	Lexus	ES 300h	Midsize Cars	40	39	40	2.5	4	Auto(AV-S6)	6	219	228	223	No
2016	Toyota	Lexus	ES 350	Midsize Cars	21	31	24	3.5	6	Auto(S6)	6	424	282	368	No
2016	Toyota	Lexus	GS 200t	Midsize Cars	22	33	26	2	4	Auto(S8)	8	400	271	342	No
2016	Toyota	Lexus	GS 200t F SPORT	Midsize Cars	21	30	24	2	4	Auto(S8)	8	426	292	366	No
2016	Toyota	Lexus	GS 350	Midsize Cars	20	29	23	3.5	6	Auto(S8)	8	447	310	385	No
2016	Toyota	Lexus	GS 350 AWD	Midsize Cars	19	26	22	3.5	6	Auto(S6)	6	462	337	406	No
2016	Toyota	Lexus	GS 350 F SPORT	Midsize Cars	19	28	22	3.5	6	Auto(S8)	8	470	322	404	No
2016	Toyota	Lexus	GS 450h	Midsize Cars	29	34	31	3.5	6	Auto(AV-S8)	8	302	259	283	No
2016	Toyota	Lexus	LS 460	Midsize Cars	16	24	19	4.6	8	Auto(S8)	8	540	361	460	No
2016	Toyota	Lexus	LS 460 AWD	Midsize Cars	16	23	18	4.6	8	Auto(S8)	8	569	385	486	No
2016	Toyota	Lexus	LS 460 L	Midsize Cars	16	24	19	4.6	8	Auto(S8)	8	540	361	460	No
2016	Toyota	Lexus	LS 460 L AWD	Midsize Cars	16	23	18	4.6	8	Auto(S8)	8	569	385	486	No
2016	Toyota	Lexus	LS 600h L	Midsize Cars	19	23	20	5	8	Auto(AV-S8)	8	476	377	431	No
2016	Ford Motor Company	Lincoln	MKZ AWD	Midsize Cars	22	31	25	2	4	Auto(S6)	6	410	284	354	No
2016	Ford Motor Company	Lincoln	MKZ AWD	Midsize Cars	17	24	20	3.7	6	Auto(S6)	6	519	364	449	No
2016	Ford Motor Company	Lincoln	MKZ FWD	Midsize Cars	22	33	26	2	4	Auto(S6)	6	396	267	338	No
2016	Ford Motor Company	Lincoln	MKZ FWD	Midsize Cars	18	27	22	3.7	6	Auto(S6)	6	483	327	413	No
2016	Ford Motor Company	Lincoln	MKZ HYBRID FWD	Midsize Cars	41	39	40	2	4	Auto(AV)	1	216	228	222	Yes
2016	Maserati	Maserati	Ghibli  S RWD	Midsize Cars	16	24	19	3	6	Auto(A8)	8	549	377	472	No
2016	Maserati	Maserati	Ghibli V6 Rear Wheel Drive (RWD)	Midsize Cars	17	24	19	3	6	Auto(A8)	8	534	369	460	No
2016	Maserati	Maserati	Ghibli V6 SQ4 AWD	Midsize Cars	16	24	19	3	6	Auto(A8)	8	558	374	475	No
2016	MAZDA	Mazda	MAZDA 6	Midsize Cars	28	40	32	2.5	4	Auto(S6)	6	319	222	276	No
2016	MAZDA	Mazda	MAZDA 6	Midsize Cars	26	38	31	2.5	4	Auto(S6)	6	337	234	290	No
2016	MAZDA	Mazda	MAZDA 6	Midsize Cars	25	37	29	2.5	4	Manual(M6)	6	353	240	302	No
2016	MAZDA	Mazda	MAZDA3 5-Door	Midsize Cars	30	40	33	2	4	Auto(S6)	6	300	222	265	No
2016	MAZDA	Mazda	MAZDA3 5-Door	Midsize Cars	29	40	33	2	4	Manual(M6)	6	308	222	269	Yes
2016	MAZDA	Mazda	MAZDA3 5-Door	Midsize Cars	28	39	32	2.5	4	Auto(S6)	6	314	229	276	No
2016	MAZDA	Mazda	MAZDA3 5-Door	Midsize Cars	27	37	31	2.5	4	Auto(S6)	6	325	243	288	No
2016	MAZDA	Mazda	MAZDA3 5-Door	Midsize Cars	26	35	29	2.5	4	Manual(M6)	6	349	252	305	No
2016	Mercedes-Benz	Mercedes-Benz	AMG E 63 4MATIC	Midsize Cars	16	23	19	5.5	8	Auto(A7)	7	550	384	475	No
2016	Mercedes-Benz	Mercedes-Benz	AMG E 63 S 4MATIC	Midsize Cars	15	22	18	5.5	8	Auto(A7)	7	578	401	498	No
2016	Mercedes-Benz	Mercedes-Benz	E 250 BLUETEC	Midsize Cars	28	42	33	2.1	4	Auto(A7)	7	360	244	308	No
2016	Mercedes-Benz	Mercedes-Benz	E 250 BLUETEC 4MATIC	Midsize Cars	27	38	31	2.1	4	Auto(A7)	7	374	264	325	No
2016	Mercedes-Benz	Mercedes-Benz	E 350	Midsize Cars	20	29	23	3.5	6	Auto(A7)	7	434	307	377	No
2016	Mercedes-Benz	Mercedes-Benz	E 350	Midsize Cars	20	29	23	3.5	6	Auto(A7)	7	434	307	377	No
2016	Mercedes-Benz	Mercedes-Benz	E 350 4MATIC	Midsize Cars	20	28	23	3.5	6	Auto(A7)	7	433	321	382	No
2016	Mercedes-Benz	Mercedes-Benz	E 350 4MATIC	Midsize Cars	20	28	23	3.5	6	Auto(A7)	7	433	321	382	No
2016	Mercedes-Benz	Mercedes-Benz	E 400	Midsize Cars	20	29	23	3	6	Auto(A7)	7	436	306	378	No
2016	Mercedes-Benz	Mercedes-Benz	E 400 4MATIC	Midsize Cars	20	28	23	3	6	Auto(A7)	7	452	322	393	No
2016	Mercedes-Benz	Mercedes-Benz	E 550 4MATIC	Midsize Cars	18	24	21	4.7	8	Auto(A7)	7	491	366	435	No
2016	BMW	Mini	Mini Cooper Clubman	Midsize Cars	25	34	28	1.5	4	Auto(S6)	6	355	263	314	No
2016	BMW	Mini	Mini Cooper Clubman	Midsize Cars	25	35	28	1.5	4	Manual(M6)	6	360	256	313	No
2016	BMW	Mini	Mini Cooper S Clubman	Midsize Cars	24	34	27	2	4	Auto(S8)	8	376	264	325	No
2016	BMW	Mini	Mini Cooper S Clubman	Midsize Cars	22	32	26	2	4	Manual(M6)	6	398	280	345	No
2016	Nissan	Nissan	ALTIMA	Midsize Cars	27	39	31	2.5	4	Auto(AV)	1	330	229	287	Yes
2016	Nissan	Nissan	ALTIMA 3.5	Midsize Cars	22	32	26	3.5	6	Auto(AV-S7)	7	405	280	349	No
2016	Nissan	Nissan	ALTIMA SR	Midsize Cars	26	37	30	2.5	4	Auto(AV-S7)	7	342	240	296	No
2016	Nissan	Nissan	MAXIMA	Midsize Cars	22	30	25	3.5	6	Auto(AV-S7)	7	412	297	360	No
2016	Nissan	Nissan	SENTRA	Midsize Cars	29	38	32	1.8	4	Auto(AV)	1	304	234	278	No
2016	Nissan	Nissan	SENTRA	Midsize Cars	27	36	30	1.8	4	Manual(M6)	6	330	249	294	No
2016	Nissan	Nissan	SENTRA FE+	Midsize Cars	30	40	34	1.8	4	Auto(AV)	1	295	224	263	No
2016	Rolls-Royce	Rolls-Royce Motor Cars Limited	Wraith	Midsize Cars	13	21	15	6.6	12	Auto(S8)	8	706	420	577	No
2016	Toyota	Scion	iM	Midsize Cars	28	37	32	1.8	4	Auto(AV-S7)	7	311	238	278	No
2016	Toyota	Scion	iM	Midsize Cars	27	36	31	1.8	4	Manual(M6)	6	324	247	289	No
2016	Subaru	Subaru	LEGACY	Midsize Cars	26	36	30	2.5	4	Auto(AV-S6)	6	340	246	298	No
2016	Subaru	Subaru	LEGACY	Midsize Cars	20	29	23	3.6	6	Auto(AV-S6)	6	448	308	385	No
2016	Toyota	Toyota	AVALON	Midsize Cars	21	31	24	3.5	6	Auto(S6)	6	425	284	361	No
2016	Toyota	Toyota	AVALON HYBRID	Midsize Cars	40	39	40	2.5	4	Auto(AV-S6)	6	219	228	223	No
2016	Toyota	Toyota	CAMRY	Midsize Cars	25	35	28	2.5	4	Auto(S6)	6	356	251	316	No
2016	Toyota	Toyota	CAMRY	Midsize Cars	21	31	25	3.5	6	Auto(S6)	6	415	288	358	No
2016	Toyota	Toyota	CAMRY HYBRID LE	Midsize Cars	43	39	41	2.5	4	Auto(AV)	1	207	224	215	No
2016	Toyota	Toyota	CAMRY HYBRID XLE/SE	Midsize Cars	40	38	40	2.5	4	Auto(AV)	1	218	230	224	No
2016	Toyota	Toyota	COROLLA	Midsize Cars	27	36	31	1.8	4	Auto(A4)	4	324	242	287	No
2016	Toyota	Toyota	COROLLA	Midsize Cars	29	38	32	1.8	4	Auto(AV)	1	310	234	276	Yes
2016	Toyota	Toyota	COROLLA	Midsize Cars	29	37	32	1.8	4	Auto(AV-S7)	7	307	240	277	No
2016	Toyota	Toyota	COROLLA	Midsize Cars	28	37	31	1.8	4	Manual(M6)	6	314	237	284	No
2016	Toyota	Toyota	COROLLA LE ECO	Midsize Cars	30	42	35	1.8	4	Auto(AV)	1	293	214	257	No
2016	Toyota	Toyota	COROLLA LE ECO	Midsize Cars	30	40	34	1.8	4	Auto(AV)	1	290	224	260	No
2016	Toyota	Toyota	PRIUS	Midsize Cars	54	50	52	1.8	4	Auto(AV)	1	164	178	170	No
2016	Toyota	Toyota	PRIUS Eco	Midsize Cars	58	53	56	1.8	4	Auto(AV)	1	152	166	158	No
2016	Volkswagen Group of	Volkswagen	Passat	Midsize Cars	25	38	29	1.8	4	Auto(S6)	6	355	236	302	No
2016	Volkswagen Group of	Volkswagen	Passat	Midsize Cars	20	28	23	3.6	6	Auto(AM-S6)	6	449	319	390	No
2016	Volvo	Volvo Cars Of North America, LLC	S80 FWD	Midsize Cars	25	37	29	2	4	Auto(S8)	8	356	240	306	No
2016	Volkswagen Group of	Audi	A8L	Large Cars	24	36	28	3	6	Auto(S8)	8	426	280	360	No
2016	Volkswagen Group of	Audi	A8L	Large Cars	19	29	22	3	6	Auto(S8)	8	473	303	397	No
2016	Volkswagen Group of	Audi	A8L	Large Cars	18	29	22	4	8	Auto(S8)	8	492	310	410	No
2016	Volkswagen Group of	Audi	A8L	Large Cars	14	22	17	6.3	12	Auto(S8)	8	640	403	534	No
2016	BMW	BMW	328i xDrive Gran Turismo	Large Cars	22	34	26	2	4	Auto(S8)	8	398	263	338	No
2016	BMW	BMW	335i xDrive Gran Turismo	Large Cars	20	30	23	3	6	Auto(S8)	8	439	294	374	No
2016	BMW	BMW	535i Gran Turismo	Large Cars	19	28	22	3	6	Auto(S8)	8	470	322	403	No
2016	BMW	BMW	535i xDrive Gran Turismo	Large Cars	18	26	21	3	6	Auto(S8)	8	484	337	418	No
2016	BMW	BMW	740i	Large Cars	21	29	24	3	6	Auto(S8)	8	425	305	371	No
2016	BMW	BMW	750i	Large Cars	17	25	20	4.4	8	Auto(S8)	8	531	321	436	Yes
2016	BMW	BMW	750i xDrive	Large Cars	16	25	19	4.4	8	Auto(S8)	8	542	358	459	No
2016	BMW	BMW	X1 xDrive28i	Large Cars	22	32	26	2	4	Auto(S8)	8	402	278	346	No
2016	General Motors	Cadillac	CT6	Large Cars	22	31	25	2	4	Auto(S8)	8	408	289	354	No
2016	General Motors	Cadillac	CT6 AWD	Large Cars	18	26	21	3	6	Auto(S8)	8	491	339	423	No
2016	General Motors	Cadillac	CT6 AWD	Large Cars	18	27	22	3.6	6	Auto(S8)	8	481	328	412	No
2016	General Motors	Cadillac	XTS	Large Cars	18	28	22	3.6	6	Auto(S6)	6	484	315	408	No
2016	General Motors	Cadillac	XTS AWD	Large Cars	17	26	20	3.6	6	Auto(S6)	6	524	336	440	No
2016	General Motors	Cadillac	XTS AWD	Large Cars	16	23	18	3.6	6	Auto(S6)	6	568	385	486	No
2016	General Motors	Chevrolet	IMPALA	Large Cars	22	31	25	2.5	4	Auto(S6)	6	402	286	354	No
2016	General Motors	Chevrolet	IMPALA	Large Cars	18	28	22	3.6	6	Auto(S6)	6	484	315	408	No
2016	General Motors	Chevrolet	IMPALA	Large Cars	19	29	22	3.6	6	Auto(S6)	6	472	309	399	No
2016	General Motors	Chevrolet	IMPALA LIMITED	Large Cars	18	30	22	3.6	6	Auto(A6)	6	498	299	408	No
2016	General Motors	Chevrolet	SS	Large Cars	14	20	16	6.2	8	Auto(S6)	6	655	439	558	No
2016	General Motors	Chevrolet	SS	Large Cars	14	22	17	6.2	8	Manual(M6)	6	618	401	520	No
2016	FCA US LLC	Chrysler	300	Large Cars	19	31	23	3.6	6	Auto(A8)	8	466	290	386	Yes
2016	FCA US LLC	Chrysler	300	Large Cars	19	31	23	3.6	6	Auto(A8)	8	466	290	386	No
2016	FCA US LLC	Chrysler	300	Large Cars	16	25	19	5.7	8	Auto(A8)	8	558	352	465	No
2016	FCA US LLC	Chrysler	300 AWD	Large Cars	18	27	21	3.6	6	Auto(A8)	8	485	326	413	No
2016	FCA US LLC	Chrysler	300 AWD	Large Cars	18	27	21	3.6	6	Auto(A8)	8	485	326	413	No
2016	FCA US LLC	Dodge	Charger	Large Cars	19	31	23	3.6	6	Auto(A8)	8	466	290	386	No
2016	FCA US LLC	Dodge	Charger	Large Cars	19	31	23	3.6	6	Auto(A8)	8	466	290	386	No
2016	FCA US LLC	Dodge	Charger	Large Cars	16	25	19	5.7	8	Auto(A8)	8	558	352	465	No
2016	FCA US LLC	Dodge	Charger	Large Cars	15	25	18	6.4	8	Auto(A8)	8	591	357	486	No
2016	FCA US LLC	Dodge	Charger AWD	Large Cars	18	27	21	3.6	6	Auto(A8)	8	485	326	413	No
2016	FCA US LLC	Dodge	Charger AWD	Large Cars	18	27	21	3.6	6	Auto(A8)	8	485	326	413	No
2016	FCA US LLC	Dodge	Charger SRT8	Large Cars	13	22	16	6.2	8	Auto(A8)	8	663	403	546	No
2016	FCA US LLC	Dodge	Charger SRT8	Large Cars	15	25	18	6.4	8	Auto(A8)	8	591	357	486	No
2016	Ford Motor Company	Ford	C-MAX Hybrid FWD	Large Cars	42	37	40	2	4	Auto(AV)	1	212	241	225	No
2016	Ford Motor Company	Ford	TAURUS AWD	Large Cars	17	24	19	3.5	6	Auto(S6)	6	514	370	467	No
2016	Ford Motor Company	Ford	TAURUS AWD	Large Cars	16	24	19	3.5	6	Auto(S6)	6	555	370	468	No
2016	Ford Motor Company	Ford	TAURUS AWD FFV	Large Cars	17	24	19	3.5	6	Auto(S6)	6	514	370	467	No
2016	Ford Motor Company	Ford	TAURUS FWD	Large Cars	20	29	23	2	4	Auto(S6)	6	445	307	387	No
2016	Ford Motor Company	Ford	TAURUS FWD	Large Cars	18	27	21	3.5	6	Auto(S6)	6	493	329	423	No
2016	Ford Motor Company	Ford	TAURUS FWD FFV	Large Cars	18	27	21	3.5	6	Auto(S6)	6	493	329	423	No
2016	Hyundai	Hyundai Motor Company	Azera	Large Cars	20	29	23	3.3	6	Auto(S6)	6	454	310	389	No
2016	Hyundai	Hyundai Motor Company	Azera Limited	Large Cars	19	28	22	3.3	6	Auto(S6)	6	473	317	403	No
2016	Hyundai	Hyundai Motor Company	Equus	Large Cars	15	23	18	5	8	Auto(S8)	8	597	387	502	No
2016	Hyundai	Hyundai Motor Company	Genesis AWD	Large Cars	16	25	19	3.8	6	Auto(S8)	8	544	356	459	No
2016	Hyundai	Hyundai Motor Company	Genesis RWD	Large Cars	18	29	22	3.8	6	Auto(S8)	8	489	311	409	No
2016	Hyundai	Hyundai Motor Company	Genesis RWD	Large Cars	15	23	18	5	8	Auto(S8)	8	600	384	503	No
2016	Hyundai	Hyundai Motor Company	Sonata	Large Cars	28	38	32	1.6	4	Auto(AM7)	7	318	237	282	No
2016	Hyundai	Hyundai Motor Company	Sonata	Large Cars	23	32	26	2	4	Auto(S6)	6	395	282	344	No
2016	Hyundai	Hyundai Motor Company	Sonata	Large Cars	25	38	30	2.4	4	Auto(S6)	6	355	239	303	No
2016	Hyundai	Hyundai Motor Company	Sonata Limited	Large Cars	21	31	25	2	4	Auto(S6)	6	421	291	362	No
2016	Hyundai	Hyundai Motor Company	Sonata SPORT/LIMITED	Large Cars	25	36	29	2.4	4	Auto(S6)	6	363	251	312	No
2016	Jaguar Land Rover L	Jaguar	XJ	Large Cars	18	27	21	3	6	Auto(S8)	8	487	325	414	No
2016	Jaguar Land Rover L	Jaguar	XJ	Large Cars	15	23	18	5	8	Auto(S8)	8	599	387	504	No
2016	Jaguar Land Rover L	Jaguar	XJ AWD	Large Cars	17	26	20	3	6	Auto(S8)	8	530	337	443	No
2016	Jaguar Land Rover L	Jaguar	XJL	Large Cars	18	27	21	3	6	Auto(S8)	8	490	327	417	No
2016	Jaguar Land Rover L	Jaguar	XJL	Large Cars	15	23	18	5	8	Auto(S8)	8	599	387	504	No
2016	Jaguar Land Rover L	Jaguar	XJL AWD	Large Cars	17	25	20	3	6	Auto(S8)	8	531	350	449	No
2016	Kia	Kia Motors Corporation	Cadenza	Large Cars	19	28	22	3.3	6	Auto(S6)	6	477	316	404	No
2016	Kia	Kia Motors Corporation	Forte 5	Large Cars	21	29	24	1.6	4	Auto(S6)	6	419	304	367	No
2016	Kia	Kia Motors Corporation	Forte 5	Large Cars	21	29	24	1.6	4	Manual(M6)	6	413	306	365	No
2016	Kia	Kia Motors Corporation	Forte 5	Large Cars	25	33	28	2	4	Auto(S6)	6	358	272	319	No
2016	Kia	Kia Motors Corporation	K900	Large Cars	17	26	20	3.8	6	Auto(S8)	8	527	350	448	No
2016	Kia	Kia Motors Corporation	K900	Large Cars	15	23	18	5	8	Auto(S8)	8	606	398	512	No
2016	Kia	Kia Motors Corporation	Optima	Large Cars	28	39	32	1.6	4	Auto(AM7)	7	321	233	281	No
2016	Kia	Kia Motors Corporation	Optima	Large Cars	22	32	25	2	4	Auto(S6)	6	416	284	357	No
2016	Kia	Kia Motors Corporation	Optima	Large Cars	24	35	28	2.4	4	Auto(S6)	6	367	254	316	No
2016	Kia	Kia Motors Corporation	Optima FE	Large Cars	22	32	26	2	4	Auto(S6)	6	410	280	352	No
2016	Kia	Kia Motors Corporation	Optima FE	Large Cars	25	37	30	2.4	4	Auto(S6)	6	353	243	304	No
2016	Ford Motor Company	Lincoln	MKS AWD	Large Cars	16	24	19	3.5	6	Auto(S6)	6	555	370	468	No
2016	Ford Motor Company	Lincoln	MKS AWD	Large Cars	17	24	19	3.7	6	Auto(S6)	6	535	372	462	No
2016	Ford Motor Company	Lincoln	MKS FWD	Large Cars	17	26	20	3.7	6	Auto(S6)	6	512	346	437	No
2016	Maserati	Maserati	QUATTROPORTE GTS	Large Cars	15	22	17	3.8	8	Auto(A8)	8	610	407	519	No
2016	Maserati	Maserati	QUATTROPORTE S	Large Cars	16	23	18	3	6	Auto(A8)	8	561	386	482	No
2016	Maserati	Maserati	QUATTROPORTE SQ4 V6	Large Cars	16	23	18	3	6	Auto(A8)	8	567	386	486	No
2016	Mercedes-Benz	Mercedes-Benz	AMG S 63 4MATIC	Large Cars	15	23	18	5.5	8	Auto(A7)	7	593	383	499	No
2016	Mercedes-Benz	Mercedes-Benz	AMG S 65	Large Cars	13	20	15	6	12	Auto(A7)	7	694	443	581	No
2016	Mercedes-Benz	Mercedes-Benz	Maybach S 600	Large Cars	13	20	15	6	12	Auto(A7)	7	689	440	577	No
2016	Mercedes-Benz	Mercedes-Benz	S 550	Large Cars	17	26	20	4.7	8	Auto(A7)	7	528	341	444	No
2016	Mercedes-Benz	Mercedes-Benz	S 550 4MATIC	Large Cars	16	26	19	4.7	8	Auto(A7)	7	557	346	462	No
2016	Mercedes-Benz	Mercedes-Benz	S 600	Large Cars	14	21	16	6	12	Auto(A7)	7	653	416	547	No
2016	Porsche	Porsche	Panamera	Large Cars	18	28	22	3.6	6	Auto(AM-S7)	7	487	319	411	No
2016	Porsche	Porsche	Panamera 4	Large Cars	18	27	21	3.6	6	Auto(AM-S7)	7	494	331	421	No
2016	Porsche	Porsche	Panamera 4S	Large Cars	17	27	21	3	6	Auto(AM-S7)	7	508	333	429	No
2016	Porsche	Porsche	Panamera 4S Executive	Large Cars	17	26	20	3	6	Auto(AM-S7)	7	517	336	436	No
2016	Porsche	Porsche	Panamera GTS	Large Cars	16	24	19	4.8	8	Auto(AM-S7)	7	572	368	480	No
2016	Porsche	Porsche	Panamera S	Large Cars	17	27	21	3	6	Auto(AM-S7)	7	508	333	429	No
2016	Porsche	Porsche	Panamera Turbo	Large Cars	15	24	18	4.8	8	Auto(AM-S7)	7	577	368	483	No
2016	Porsche	Porsche	Panamera Turbo Executive	Large Cars	15	24	18	4.8	8	Auto(AM-S7)	7	583	372	488	No
2016	Porsche	Porsche	Panamera Turbo S	Large Cars	15	24	18	4.8	8	Auto(AM-S7)	7	577	368	483	No
2016	Porsche	Porsche	Panamera Turbo S Executive	Large Cars	15	24	18	4.8	8	Auto(AM-S7)	7	583	372	488	No
2016	Rolls-Royce	Rolls-Royce Motor Cars Limited	Ghost	Large Cars	13	21	15	6.6	12	Auto(S8)	8	709	422	580	No
2016	Rolls-Royce	Rolls-Royce Motor Cars Limited	Ghost EWB	Large Cars	13	21	15	6.6	12	Auto(S8)	8	709	422	580	No
2016	Rolls-Royce	Rolls-Royce Motor Cars Limited	Phantom	Large Cars	11	19	14	6.7	12	Auto(S8)	8	772	474	638	No
2016	Rolls-Royce	Rolls-Royce Motor Cars Limited	Phantom EWB	Large Cars	11	19	14	6.7	12	Auto(S8)	8	771	474	637	No
2016	Volkswagen Group of	Audi	allroad quattro	Station Wagons	21	28	24	2	4	Auto(S8)	8	420	317	373	No
2016	BMW	BMW	328d xDrive Sports Wagon	Station Wagons	30	40	34	2	4	Auto(S8)	8	338	252	299	No
2016	BMW	BMW	328i xDrive Sports Wagon	Station Wagons	22	34	26	2	4	Auto(S8)	8	398	263	338	No
2016	General Motors	Chevrolet	SONIC 5	Station Wagons	27	37	31	1.4	4	Auto(S6)	6	330	243	291	No
2016	General Motors	Chevrolet	SONIC 5	Station Wagons	29	40	33	1.4	4	Manual(M6)	6	310	223	271	No
2016	General Motors	Chevrolet	SONIC 5	Station Wagons	24	35	28	1.8	4	Auto(S6)	6	363	253	313	No
2016	General Motors	Chevrolet	SONIC 5	Station Wagons	26	35	30	1.8	4	Manual(M5)	5	338	255	301	Yes
2016	FCA US LLC	FIAT	500L	Station Wagons	22	30	25	1.4	4	Auto(A6)	6	400	292	351	No
2016	FCA US LLC	FIAT	500L	Station Wagons	25	33	28	1.4	4	Manual(M6)	6	348	269	312	No
2016	Honda	Honda	FIT	Station Wagons	33	41	36	1.5	4	Auto(AV)	1	269	216	247	No
2016	Honda	Honda	FIT	Station Wagons	32	38	35	1.5	4	Auto(AV-S7)	7	275	233	256	No
2016	Honda	Honda	FIT	Station Wagons	29	37	32	1.5	4	Manual(M6)	6	306	241	277	No
2016	Nissan	Infiniti	QX50	Station Wagons	17	24	20	3.7	6	Auto(S7)	7	512	370	448	No
2016	Nissan	Infiniti	QX50 AWD	Station Wagons	17	24	20	3.7	6	Auto(S7)	7	520	369	452	No
2016	Kia	Kia Motors Corporation	Soul	Station Wagons	24	30	26	1.6	4	Auto(S6)	6	365	291	332	No
2016	Kia	Kia Motors Corporation	Soul	Station Wagons	24	30	26	1.6	4	Manual(M6)	6	370	291	335	No
2016	Kia	Kia Motors Corporation	Soul	Station Wagons	24	31	27	2	4	Auto(S6)	6	373	286	334	No
2016	Kia	Kia Motors Corporation	Soul ECO dynamics	Station Wagons	24	31	27	2	4	Auto(S6)	6	369	292	334	No
2016	Nissan	Nissan	JUKE	Station Wagons	28	32	30	1.6	4	Auto(AV-S7)	7	319	279	301	No
2016	Nissan	Nissan	JUKE	Station Wagons	28	34	30	1.6	4	Manual(M6)	6	323	261	295	No
2016	Nissan	Nissan	JUKE AWD	Station Wagons	26	31	28	1.6	4	Auto(AV-S7)	7	342	288	318	No
2016	Nissan	Nissan	JUKE NISMO RS	Station Wagons	25	31	27	1.6	4	Manual(M6)	6	356	283	329	No
2016	Nissan	Nissan	JUKE NISMO RS AWD	Station Wagons	25	29	27	1.6	4	Auto(AV-S8)	8	356	307	334	No
2016	Subaru	Subaru	IMPREZA SPORT	Station Wagons	27	36	31	2	4	Auto(AV-S6)	6	326	245	290	No
2016	Subaru	Subaru	IMPREZA SPORT	Station Wagons	24	33	28	2	4	Manual(M5)	5	369	267	323	No
2016	Subaru	Subaru	IMPREZA WAGON	Station Wagons	28	37	31	2	4	Auto(AV-S6)	6	319	241	284	Yes
2016	Subaru	Subaru	IMPREZA WAGON	Station Wagons	25	34	28	2	4	Manual(M5)	5	357	260	313	No
2016	Volkswagen Group of	Volkswagen	Golf SportWagen	Station Wagons	25	35	29	1.8	4	Auto(S6)	6	348	253	305	No
